config/bagging_fraction,config/bagging_freq,config/boost_from_average,config/boosting_type,config/class_weight,config/colsample_bytree,config/feature_fraction,config/iterations,config/learning_rate,config/max_depth,config/metric,config/min_child_samples,config/min_data_in_leaf,config/num_leaves,config/num_threads,config/objective,config/reg_alpha,config/reg_lambda,config/seed,config/subsample_for_bin,config/tree_learner,config/use_missing,config/verbosity,mean_loss,time_total_s,training_iteration,trial_id
{'gbdt': 0.9679814340985169},{'gbdt': 10},false,"{'boosting_type': 'gbdt', 'subsample': 0.504525942703999}",balanced,0.9542523746040783,0.6514695447942989,99999,0.04174623226125125,-1,root_mean_squared_error,96,8,120,1,regression,0.31018668094726437,0.2145235456950111,99999,12,serial,True,1,1.8696618892661256,776.8296434879303,1,01bbbd78
{'gbdt': 0.9517187522313888},{'gbdt': 19},false,"{'boosting_type': 'gbdt', 'subsample': 0.5447959863876072}",balanced,0.759457837783935,0.2417172980766771,99999,0.08290711152553461,-1,root_mean_squared_error,8,10,79,1,regression,0.37654152234278027,0.41261107287465376,99999,9,serial,True,1,1.9277349536116628,587.6051273345947,1,e8f33ab0
{'gbdt': 0.9664044166442544},{'gbdt': 23},false,"{'boosting_type': 'gbdt', 'subsample': 0.6954507421767513}",balanced,0.752103597151367,0.5993409677232735,99999,0.024118971747104295,-1,root_mean_squared_error,11,18,136,1,regression,0.8911822466522734,0.8243126509660843,99999,8,serial,True,1,1.936548196941728,769.6978697776794,1,1b911098
{'gbdt': 0.9581394469492952},{'gbdt': 23},false,"{'boosting_type': 'gbdt', 'subsample': 0.6771313865752147}",balanced,0.8086749167630979,0.5631249424984415,99999,0.021047450033667998,-1,root_mean_squared_error,18,5,120,1,regression,0.6273893298864824,0.9518201422839352,99999,9,serial,True,1,1.9190333052105057,787.0854680538177,1,2c26a4f0
{'gbdt': 0.9500589190278229},{'gbdt': 21},false,"{'boosting_type': 'gbdt', 'subsample': 0.5180188895161147}",balanced,0.6244300309597257,0.06967675312825675,99999,0.01095775014902147,-1,root_mean_squared_error,54,5,140,1,regression,0.9896521747329157,0.7726623767314911,99999,9,serial,True,1,1.9733278206296252,1855.5325622558594,1,8792f6ba
{'gbdt': 0.9769022708085284},{'gbdt': 5},false,"{'boosting_type': 'gbdt', 'subsample': 0.5379797517827534}",balanced,0.9262990454938388,0.06354785430621546,99999,0.07927699327331089,-1,root_mean_squared_error,49,17,127,1,regression,0.015130836388383306,0.9284052912056868,99999,5,serial,True,1,2.2607298639982454,961.200092792511,1,cc3cae98
{'gbdt': 0.9936434467015193},{'gbdt': 23},false,"{'boosting_type': 'gbdt', 'subsample': 0.9248665611289946}",,0.6067286537358957,0.8831461298421396,99999,0.09792862572137873,-1,root_mean_squared_error,57,17,70,1,regression,0.90087134985595,0.3136534360105554,99999,13,serial,True,1,1.915299132198346,471.2690794467926,1,923e3bea
{'gbdt': 0.9538633945197702},{'gbdt': 7},false,"{'boosting_type': 'gbdt', 'subsample': 0.8638634707131252}",balanced,0.6021658919116839,0.2934804904000897,99999,0.027694369898498255,-1,root_mean_squared_error,44,10,124,1,regression,0.7139654165980756,0.749957538034708,99999,9,serial,True,1,1.9148439928857983,674.3793170452117,1,11c9b8de
{'gbdt': 0.9955230812179829},{'gbdt': 20},false,"{'boosting_type': 'gbdt', 'subsample': 0.5040649269663982}",,0.7867156139974547,0.6097800934891848,99999,0.05206947683623642,-1,root_mean_squared_error,51,17,131,1,regression,0.7875546849638209,0.6415507804543084,99999,3,serial,True,1,2.7234409444005667,771.099339723587,1,1a488120
{'gbdt': 0.9881888648284306},{'gbdt': 6},false,"{'boosting_type': 'gbdt', 'subsample': 0.502475773071369}",balanced,0.6989758885287655,0.5033715065863209,99999,0.01975752026184132,-1,root_mean_squared_error,35,16,131,1,regression,0.268433002039864,0.379500668304932,99999,7,serial,True,1,1.9387578014156497,839.5563230514526,1,52743338
{'gbdt': 0.9713343711440557},{'gbdt': 17},false,"{'boosting_type': 'gbdt', 'subsample': 0.6772409021830383}",balanced,0.8108692283535796,0.23516976476496648,99999,0.007356306782301355,-1,root_mean_squared_error,13,17,67,1,regression,0.41448503405082937,0.677960205311768,99999,5,serial,True,1,2.139514919317773,1371.9741492271426,1,39aaddb0
{'gbdt': 0.9861319611944996},{'gbdt': 3},false,"{'boosting_type': 'gbdt', 'subsample': 0.6253418988952592}",,0.8027406654103744,0.35187356657023994,99999,0.0397041635801346,-1,root_mean_squared_error,87,16,134,1,regression,0.7358607002162659,0.8008530645062298,99999,4,serial,True,1,2.3541020844124763,639.3779098987578,1,cdf691d4
{'gbdt': 0.9865869540276239},{'gbdt': 16},false,"{'boosting_type': 'gbdt', 'subsample': 0.5155198276309705}",balanced,0.6921644371627775,0.5613275293224593,99999,0.021309214434118855,-1,root_mean_squared_error,12,18,131,1,regression,0.32979685814241577,0.004139350508291895,99999,7,serial,True,1,1.9381293256077332,831.0762882232666,1,48dc096c
{'gbdt': 0.9915468119464644},{'gbdt': 20},false,"{'boosting_type': 'gbdt', 'subsample': 0.9970399527854092}",balanced,0.824925222820697,0.1675557107789102,99999,0.030993327101746,-1,root_mean_squared_error,27,12,106,1,regression,0.284677351419188,0.7872069099650374,99999,3,serial,True,1,2.7380628971294585,792.34388422966,1,ca046360
{'gbdt': 0.9940203335079831},{'gbdt': 19},false,{'boosting_type': 'goss'},,0.9218910739881065,0.1827208821591691,99999,0.04178090455164984,-1,root_mean_squared_error,62,14,120,1,regression,0.11627166971921354,0.7461943374142733,99999,1,serial,True,1,2.79123907811392,473.0474009513855,1,92263c34
