1073994292,6.5862
1074250503,3.9957
1074254709,7.3259
1074254735,7.8242
1074326411,3.3413
1074613572,5.7796
1074691222,3.5311
1075523938,3.9546
1075809231,5.6112
1075810267,5.1402
1075810598,5.8303
1075810599,3.5949
1075810606,5.3076
1075810607,5.3347
1075810608,3.4115
1075810785,5.8464
1075810786,3.9402
1075810920,3.8117
1075810936,2.7101
1075810940,3.1122
1075810975,4.0445
1075810985,7.3722
1075810986,2.8425
1075810997,7.2895
1075811202,6.3946
1075811205,6.5888
1075811206,7.7698
1075811212,7.0
1075811218,4.472
1075811221,4.2862
1075811230,2.3779
1075811232,2.8907
1075811233,3.1574
1075811238,9.2642
1075811248,3.6882
1075811264,2.867
1075811272,8.5533
1075811275,6.3732
1075811348,7.7199
1075811351,5.4325
1075811352,5.082
1075811358,6.9782
1075811359,5.086
1075811365,8.3298
1075811366,6.3443
1075811370,5.8377
1075811372,6.5466
1075811379,6.309
1075811438,5.2673
1075811516,6.4545
1075811525,6.3778
1075811526,4.8741
1075811577,2.1503
1075811578,2.5013
1075811580,2.4986
1075835228,6.1656
1075835229,6.1069
1075835321,6.9793
1075835448,4.0877
1075836055,3.6497
1075836275,5.4739
1075874008,2.9926
1075874026,3.576
1075874051,3.9524
1075874061,2.9462
1075874068,3.1955
1075874086,3.3824
1075874764,0.9919
1075875389,6.2574
1075875393,9.187
1075877097,3.9072
1076085414,5.4792
1076101267,2.5895
1076102334,4.6486
1076102418,5.5196
1076102419,6.1279
1076102494,5.7319
1076102495,5.5173
1076118756,2.5541
1076237987,7.9858
1076237992,7.1524
1076240867,2.9351
1076242185,3.5
1076242195,3.512
1076242236,6.3128
1076242237,6.4399
1076243638,5.5125
1076243673,1.6014
1076275990,5.813
1076276016,5.7081
1076277563,6.5792
1076279620,6.9852
1076280286,3.9408
1076280401,4.6906
1076306144,7.5989
1076307505,6.5555
1076308196,6.0947
1076309769,5.6535
1076309873,6.0002
1076332760,3.6738
1076332811,2.5157
1076340477,4.9525
1076340725,6.2773
1076342279,4.4696
1076342527,2.7985
1076344095,8.6225
1076346543,8.9347
1076346720,5.0045
1076346728,8.3361
1076346733,9.4324
1076346744,8.4481
1076346835,5.1943
1076346836,5.0171
1076346845,4.1815
1076348858,1.95
1076350288,2.9219
1076351712,2.8989
1076351714,2.8789
1076351856,4.2505
1076354777,7.1386
1076355037,6.3215
1076355041,5.9908
1076355043,6.7537
1076355055,7.4292
1076355140,8.7177
1076355513,4.1725
1076355585,5.3431
1076355588,5.2137
1076355610,3.1284
1076355844,2.1339
1076357546,6.2243
1076358154,3.7043
1076358349,4.278
1076358419,4.4994
1076358908,2.2855
1076359032,3.2718
1076359042,2.6813
1076359292,4.011
1076359296,4.8176
1076362947,2.4229
1076362977,1.5589
1076363062,2.757
1076363457,7.3081
1076364301,6.9526
1076365041,2.2562
1076365051,2.1124
1076365056,7.3899
1076365141,2.812
1076365188,2.4957
1076365980,2.5587
1076366022,5.0373
1076373797,3.3547
1076373930,5.7328
1076375419,1.037
1076376239,1.6998
1076377426,4.7191
1076378412,6.682
1076378562,2.4324
1076378565,2.6062
1076378797,3.4289
1076379376,6.8806
1076380275,1.8887
1076382384,5.8252
1076382387,5.6269
1076382699,4.5111
1076383139,2.6656
1076383159,2.8103
1076383195,4.1731
1076385397,2.7943
1076386174,3.1846
1076386280,5.9108
1076386665,3.5571
1076387593,3.3541
1076388752,1.9284
1076389547,2.2181
1076390975,4.7448
1076391059,6.8616
1076391208,5.5266
1076391225,7.2456
1076392349,4.3234
1076392352,4.4591
1076392381,3.9049
1076392424,3.2445
1076392583,6.9137
1076392625,9.2613
1076393340,6.2984
1076393533,4.2057
1076393536,4.8399
1076393564,4.8909
1076394359,5.9653
1076394363,4.6755
1076401956,5.0107
1076401960,5.3791
1076402279,4.6731
1076402390,7.3923
1076402978,4.2423
1076403123,8.2336
1076403170,2.5537
1076403286,6.5712
1076403295,6.1293
1076403297,6.0517
1076403396,1.4136
1076403499,6.333
1076404111,3.9342
1076404606,7.3213
1076404607,7.5427
1076404608,7.9245
1076404612,7.5824
1076404649,3.0943
1076405032,4.0603
1076405036,3.788
1076405429,2.5188
1076405540,4.3409
1076405569,6.2207
1076408835,5.2994
1076409525,5.4507
1076410308,3.996
1076411422,8.502
1076411439,0.7946
1076411475,5.5952
1076413920,0.2613
1076417170,1.6215
1076417880,4.08
1076418057,2.1265
1076418127,7.6929
1076418144,3.5586
1076418150,3.2938
1076418730,6.9137
1076418752,7.7825
1076418754,6.1596
1076418760,7.0587
1076418783,6.8911
1076418790,7.8202
1076418812,7.888
1076418818,7.5477
1076418844,7.5414
1076422254,4.9705
1076423134,6.3926
1076429837,8.422
1076429876,6.5571
1076429877,6.4724
1076429894,6.4352
1076430180,8.8308
1076430578,7.789
1076430697,8.1
1076431879,7.2646
1076431969,3.1121
1076432057,4.6821
1076433805,4.6652
1076433811,5.8539
1076433819,5.3032
1076434085,6.9235
1076434401,6.8238
1076435516,3.3755
1076435609,4.3542
1076436310,2.9991
1076436490,3.4035
1076436494,4.0186
1076436499,3.3676
1076436582,6.0489
1076437696,3.708
1076437697,3.7854
1076437734,3.2675
1076437807,4.4131
1076438792,1.7032
1076438793,2.3596
1076438796,3.1309
1076438828,6.7143
1076438829,5.5539
1076438831,5.8312
1076439226,6.9032
1076439229,7.1813
1076439230,7.125
1076439277,4.5118
1076440733,3.7487
1076441567,3.5053
1076441803,4.36
1076441804,3.7256
1076442223,3.1436
1076442226,1.7035
1076442281,3.4653
1076442294,2.5755
1076442371,5.9146
1076442374,5.5367
1076442499,2.1864
1076442519,4.304
1076444139,4.445
1076444365,4.8813
1076445052,7.6026
1076445103,4.5673
1076445110,4.4272
1076445438,2.2203
1076445443,2.2807
1076445444,2.359
1076445445,2.5425
1076445452,6.3047
1076445453,5.1104
1076446782,3.6163
1076446792,8.506
1076446817,8.0395
1076446818,7.8793
1076446825,10.1963
1076446827,9.9658
1076446961,3.2434
1076446966,3.0851
1076447016,7.2547
1076447391,7.1053
1076449006,1.4307
1076449542,2.3643
1076456860,8.291
1076456877,8.7847
1076456881,8.9343
1076456893,8.4277
1076456900,8.3792
1076459280,4.3308
1076459282,3.1162
1076459374,5.6924
1076459441,4.7207
1076460337,5.4974
1076461168,2.0428
1076461197,5.9831
1076461498,5.4688
1076463291,1.0189
1076463692,4.791
1076463839,3.3446
1076463913,9.6199
1076463918,8.1353
1076464170,9.1322
1076464173,9.0825
1076464330,5.6416
1078002116,4.714
1078002432,3.4942
1078002487,3.6913
1078004716,2.1536
1078005091,7.0128
1078006156,0.7865
1078006741,5.2689
1078007387,5.0802
1078008175,8.9629
1078008231,9.4082
1078008232,8.0246
1078008901,6.0653
1078009216,7.096
1078009408,5.2644
1078009421,6.1099
1078009610,7.3392
1078009812,6.5101
1078009831,1.6415
1078009834,2.3646
1078009837,1.7104
1078009838,2.1577
1078009867,9.7223
1078010092,7.6075
1078010095,7.4265
1078010111,7.7437
1078010115,8.0151
1078010179,6.6119
1078010184,6.4574
1078010241,2.0555
1078011906,1.6958
1078012749,1.6821
1078013668,9.7577
1078013687,7.827
1078013917,6.6928
1078014543,7.1285
1078014905,6.0622
1078015087,4.905
1078015112,2.4618
1078015114,4.7945
1078015133,1.2615
1078015134,1.2413
1078015137,7.46
1078015138,3.8124
1078015502,4.2081
1078015529,5.529
1078015644,6.8104
1078016017,6.3714
1078018022,5.7858
1078018103,2.46
1078018160,6.6114
1078018211,3.8973
1078018451,2.3762
1078018480,2.7264
1078018531,7.087
1078018537,6.9346
1078018726,2.6999
1078019220,5.6133
1078020324,3.2416
1078020564,3.2664
1078021192,8.2408
1078021246,1.3408
1078021258,6.9785
1078021259,7.2036
1078021393,9.3882
1078021643,4.4919
1078022316,8.9842
1078022343,7.6546
1078022544,2.1594
1078022559,1.95
1078023917,5.8823
1078023924,6.3662
1078024798,3.6722
1078025151,5.4981
1078025347,7.7477
1078025489,7.2757
1078025995,6.6053
1078026689,3.516
1078026692,3.1641
1078027508,4.1311
1078027543,6.4594
1078027697,2.796
1078027925,3.3401
1078028536,5.0619
1078028603,4.8696
1078028609,5.1429
1078028857,7.1355
1078028891,3.9275
1078028900,3.3077
1078028901,4.3991
1078029095,2.2369
1078029222,1.1134
1078029223,0.9935
1078029302,1.1962
1078029908,2.0376
1078031870,10.0401
1078031876,9.0505
1078031879,9.4599
1078031976,9.5169
1078032054,9.6864
1078032165,6.9199
1078032168,9.9772
1078032198,9.0269
1078032242,9.6701
1078032662,2.687
1078033509,5.0454
1078033555,4.8548
1078033597,5.0317
1078034162,1.6583
1078035671,4.4528
1078037283,2.8421
1078037289,3.9158
1078038028,6.7009
1078038035,7.2363
1078038469,1.2436
1078038636,5.2905
1078039552,6.7051
1078039856,8.9616
1078039890,7.1715
1078039914,0.8858
1078039918,1.445
1078039925,0.8397
1078040330,4.945
1078040410,4.2339
1078040654,5.7729
1078040867,3.3446
1078041680,4.7938
1078041754,9.2891
1078041916,4.6856
1078043162,3.7834
1078043164,4.2611
1078043166,3.8762
1078043233,5.2482
1078044606,5.299
1078044620,2.7643
1078044637,6.1492
1078046094,4.2574
1078046164,7.3505
1078046194,4.5617
1078046704,7.5971
1078046908,6.7635
1078046969,5.0145
1078047329,5.3038
1078047352,4.5619
1078047355,4.8055
1078047396,7.7525
1078047402,7.5213
1078047459,7.435
1078048080,2.4248
1078048122,6.4128
1078048124,5.904
1078048125,6.7994
1078048126,6.5243
1078048163,7.6161
1078048237,3.4047
1078048563,8.9345
1078048567,9.6437
1078048570,7.8491
1078050269,4.2587
1078050289,6.7595
1078050312,3.4317
1078050318,6.1362
1078050385,5.0082
1078050402,2.2818
1078050445,8.1948
1078050613,2.7526
1078050657,4.484
1078050661,3.1979
1078050687,4.4625
1078050695,4.1658
1078050699,3.8531
1078050742,4.9349
1078051069,3.9624
1078051662,4.5807
1078054807,4.4978
1078056916,7.0814
1078056917,4.7365
1078056994,4.8713
1078057066,6.9456
1078057073,6.4404
1078057464,5.2019
1078057466,4.9586
1078058046,2.0881
1078058141,5.7355
1078058687,2.4329
1078059423,2.6457
1078059869,4.0515
1078059887,6.2793
1078060136,5.3233
1078060137,4.4456
1078060141,5.2541
1078060190,4.6626
1078063091,6.4409
1078063511,4.4698
1078063514,5.5656
1078064171,5.5331
1078064180,5.6267
1078064181,2.9888
1078064329,9.4063
1078065067,7.6493
1078065352,10.6614
1078065361,9.7029
1078065363,9.5996
