config/bagging_fraction,config/bagging_freq,config/boost_from_average,config/boosting_type,config/class_weight,config/colsample_bytree,config/feature_fraction,config/iterations,config/learning_rate,config/max_depth,config/metric,config/min_child_samples,config/min_data_in_leaf,config/num_leaves,config/num_threads,config/objective,config/reg_alpha,config/reg_lambda,config/seed,config/subsample_for_bin,config/tree_learner,config/use_missing,config/verbosity,mean_loss,time_total_s,training_iteration,trial_id
{'gbdt': 0.9693748521299868},{'gbdt': 15},false,{'boosting_type': 'goss'},balanced,0.7862480858210343,0.4510783536635696,100,0.02067129897471447,-1,root_mean_squared_error,35,14,112,1,regression,0.5793408608219667,0.13789470651151822,99999,15,serial,True,1,1.9008458293189492,158.60107111930847,1,fdc0ae14
{'gbdt': 0.9593652606244705},{'gbdt': 10},false,"{'boosting_type': 'gbdt', 'subsample': 0.8742899250335734}",balanced,0.9913439167392546,0.05877514407106929,100,0.009562464209494475,-1,root_mean_squared_error,81,16,90,1,regression,0.27648270881701575,0.7109020603629264,99999,2,serial,True,1,2.7144738294327704,174.40499114990234,1,e5123278
{'gbdt': 0.9798064249050081},{'gbdt': 22},false,{'boosting_type': 'goss'},balanced,0.9603683812992716,0.05509544056979651,100,0.052894140473286506,-1,root_mean_squared_error,16,13,75,1,regression,0.6296053105980548,0.31577252795999694,99999,3,serial,True,1,2.7181369120669703,137.39104223251346,1,b4f43b48
{'gbdt': 0.978796894302499},{'gbdt': 15},false,"{'boosting_type': 'gbdt', 'subsample': 0.9978424334711525}",balanced,0.9192372447876787,0.536666551524319,100,0.011814143973249917,-1,root_mean_squared_error,93,6,150,1,regression,0.2832270876334295,0.5766050512961411,99999,4,serial,True,1,2.2420867232841983,183.77189993858337,1,d42d7d6a
{'gbdt': 0.9737698754627602},{'gbdt': 15},false,"{'boosting_type': 'gbdt', 'subsample': 0.5077244439631481}",balanced,0.9188585237240298,0.16206389182797437,100,0.013832990344227206,-1,root_mean_squared_error,32,11,103,1,regression,0.6310563704866983,0.00010863517886246059,99999,7,serial,True,1,2.0331391275107724,236.43500876426697,1,0ed16bc4
{'gbdt': 0.9870140010728038},{'gbdt': 21},false,"{'boosting_type': 'gbdt', 'subsample': 0.6330660470287411}",balanced,0.6754000639093997,0.396406243707711,100,0.011689761600677827,-1,root_mean_squared_error,13,8,65,1,regression,0.9054027150587932,0.7919767047442764,99999,1,serial,True,1,2.8041826685932687,153.7960305213928,1,d2e7ec22
{'gbdt': 0.987561020964049},{'gbdt': 22},false,{'boosting_type': 'goss'},balanced,0.9224858950428118,0.1672806234440785,100,0.01366162340400709,-1,root_mean_squared_error,14,18,51,1,regression,0.6255364504875219,0.31811535757772064,99999,3,serial,True,1,2.701300865174352,157.5659415721893,1,c572396e
{'gbdt': 0.9622844386601205},{'gbdt': 15},false,"{'boosting_type': 'gbdt', 'subsample': 0.9576528170738269}",balanced,0.8460786629110267,0.41836268411100347,100,0.014404995121539315,-1,root_mean_squared_error,13,12,88,1,regression,0.38482822939428996,0.10259196596239943,99999,6,serial,True,1,2.047576962705481,206.80988073349,1,e94d1130
{'gbdt': 0.9874221399556056},{'gbdt': 15},false,"{'boosting_type': 'gbdt', 'subsample': 0.6719341076107106}",balanced,0.9158824567944147,0.302634279492306,100,0.011270623502280513,-1,root_mean_squared_error,30,17,57,1,regression,0.9602366226124194,0.09352778333148937,99999,8,serial,True,1,1.9852350313194616,240.2377691268921,1,7885e512
{'gbdt': 0.9992384071553712},{'gbdt': 5},false,"{'boosting_type': 'gbdt', 'subsample': 0.5908823083292569}",balanced,0.7834779160425767,0.5773168972812811,100,0.014346240787463984,-1,root_mean_squared_error,77,6,92,1,regression,0.2317788424247239,0.6335155028868203,99999,11,serial,True,1,1.9359207003186982,180.48165369033813,1,2b2f9844
{'gbdt': 0.9738727811259393},{'gbdt': 13},false,"{'boosting_type': 'gbdt', 'subsample': 0.7051540801219375}",balanced,0.8000150647880663,0.14095641664433478,100,0.043860725275945776,-1,root_mean_squared_error,15,14,134,1,regression,0.2730039207115429,0.12380728933653223,99999,7,serial,True,1,2.042507682458407,184.3620297908783,1,1b0e2a84
{'gbdt': 0.9901446167193043},{'gbdt': 21},false,{'boosting_type': 'goss'},balanced,0.6058426144872596,0.8224706516295681,100,0.017225796300350673,-1,root_mean_squared_error,68,18,119,1,regression,0.2950052506496559,0.6472439398134223,99999,2,serial,True,1,2.698044712783776,141.1270833015442,1,53d1497c
{'gbdt': 0.9818029638943727},{'gbdt': 3},false,"{'boosting_type': 'gbdt', 'subsample': 0.9945639652374323}",balanced,0.807412600449093,0.25901839439837915,100,0.025235133128533985,-1,root_mean_squared_error,60,19,128,1,regression,0.24611392335415844,0.03627238049356224,99999,2,serial,True,1,2.698258301034047,163.902348279953,1,9db81c8c
